121,Bead store,shopping_mall
122,Quilting supply store,shopping_mall
123,Gluten-free bakery,shopping_mall
124,Western wear store,shopping_mall
125,Pop culture merchandise store,shopping_mall
126,Antique jewelry store,shopping_mall
127,Vinyl record store,shopping_mall
128,Interior design showroom,shopping_mall
129,Farm-to-table restaurant,shopping_mall
130,Local artisans market,shopping_mall
131,Vintage home decor store,shopping_mall
132,Barbershop,shopping_mall
133,Leather goods store,shopping_mall
134,Stamp and coin collecting store,shopping_mall
135,Cajun food market,shopping_mall
136,Olive oil and vinegar store,shopping_mall
137,Paint store,shopping_mall
138,Western apparel store,shopping_mall
139,Organic grocery store,shopping_mall
140,Fresh juice shop,shopping_mall
141,Patisserie,shopping_mall
142,Vintage poster store,shopping_mall
143,Pasta store,shopping_mall
144,Pottery store,shopping_mall
145,Telescope store,shopping_mall
146,Vinyl record player store,shopping_mall
147,Skatepark,shopping_mall
148,Toy museum,shopping_mall
149,Rock climbing gear store,shopping_mall
150,Saltwater fish store,shopping_mall
151,Honey store,shopping_mall
152,Framing store,shopping_mall
153,Sports cards store,shopping_mall
154,Classic car dealership,shopping_mall
155,Bicycle repair shop,shopping_mall
156,Cheese tasting shop,shopping_mall
157,Piercing studio,shopping_mall
158,Organic beauty store,shopping_mall
159,Natural health store,shopping_mall
160,Herbal tea store,shopping_mall
161,Medical clinic,shopping_mall
162,Medical supply store,shopping_mall
163,Dermatology clinic,shopping_mall
164,Men's grooming salon,shopping_mall
165,Vinyl record bar,shopping_mall
166,Japanese grocery store,shopping_mall
167,Surfboard shop,shopping_mall
168,Italian deli,shopping_mall
169,Homemade jam store,shopping_mall
170,Soup and salad bar,shopping_mall
171,Yoga apparel store,shopping_mall
172,Custom shirt store,shopping_mall
173,Cajun restaurant,shopping_mall
174,Tea house,shopping_mall
175,Fabric market,shopping_mall
176,Street food stall,shopping_mall
177,Pop art gallery,shopping_mall
178,Camping gear store,shopping_mall
179,Martial arts studio,shopping_mall
180,Motorcycle repair shop,shopping_mall
181,Local farmers market,shopping_mall
182,Cajun spice store,shopping_mall
183,Wedding invitation store,shopping_mall
184,Air purifier store,shopping_mall
185,Model train store,shopping_mall
186,African art store,shopping_mall
187,Bead supply store,shopping_mall
188,Sports therapy clinic,shopping_mall
189,Succulent store,shopping_mall
190,Fantastical clothing store,shopping_mall
191,Live plant store,shopping_mall
192,Latin American grocery store,shopping_mall
193,Yoga retreat center,shopping_mall
194,Vintage signage store,shopping_mall
195,Spice and seasoning store,shopping_mall
196,Skateboard park,shopping_mall
197,Bath and body store,shopping_mall
198,Ballroom dance studio,shopping_mall
199,Greek restaurant,shopping_mall
0,Running shoes,shoe_store
1,Sneakers,shoe_store
2,Sandals,shoe_store
3,Flip-flops,shoe_store
4,High heels,shoe_store
5,Boots,shoe_store
6,Loafers,shoe_store
7,Oxfords,shoe_store
8,Wedges,shoe_store
9,Espadrilles,shoe_store
10,Slippers,shoe_store
11,Ballet flats,shoe_store
12,Moccasins,shoe_store
13,Boat shoes,shoe_store
14,Platform shoes,shoe_store
15,Clogs,shoe_store
16,Hiking boots,shoe_store
17,Snow boots,shoe_store
18,Hunting boots,shoe_store
19,Work boots,shoe_store
20,Dress shoes,shoe_store
21,Formal shoes,shoe_store
22,Athletic shoes,shoe_store
23,Cross-training shoes,shoe_store
24,Walking shoes,shoe_store
25,Skate shoes,shoe_store
26,Water shoes,shoe_store
27,Thong sandals,shoe_store
28,Chelsea boots,shoe_store
29,Brogues,shoe_store
30,Monk strap shoes,shoe_store
31,Stilettos,shoe_store
32,Kitten heels,shoe_store
33,Wedge sandals,shoe_store
34,Slides,shoe_store
35,Mary Jane shoes,shoe_store
36,Penny loafers,shoe_store
37,Boat loafers,shoe_store
38,Wingtip shoes,shoe_store
39,Derby shoes,shoe_store
40,Driving moccasins,shoe_store
41,Rain boots,shoe_store
42,Steel-toe boots,shoe_store
43,Cowboy boots,shoe_store
44,Combat boots,shoe_store
45,Chukka boots,shoe_store
46,Slingback heels,shoe_store
47,Ankle boots,shoe_store
48,Work shoes,shoe_store
49,Huarache sandals,shoe_store
50,Over-the-knee boots,shoe_store
51,Pumps,shoe_store
52,Hiking sandals,shoe_store
53,Dance shoes,shoe_store
54,Golf shoes,shoe_store
55,Bowling shoes,shoe_store
56,Climbing shoes,shoe_store
57,Skating shoes,shoe_store
58,Sports shoes,shoe_store
59,Track spikes,shoe_store
60,Basketball shoes,shoe_store
61,Soccer cleats,shoe_store
62,Tennis shoes,shoe_store
63,Gym shoes,shoe_store
64,Weightlifting shoes,shoe_store
65,Crossfit shoes,shoe_store
66,Volleyball shoes,shoe_store
67,Trail running shoes,shoe_store
68,Cheerleading shoes,shoe_store
69,Squash shoes,shoe_store
70,Rugby boots,shoe_store
71,Field hockey shoes,shoe_store
72,Badminton shoes,shoe_store
73,Boxing shoes,shoe_store
74,Ski boots,shoe_store
75,Snowboarding boots,shoe_store
76,Figure skating shoes,shoe_store
77,Roller skates,shoe_store
78,Inline skates,shoe_store
79,Cycling shoes,shoe_store
80,Water sandals,shoe_store
81,Fishing boots,shoe_store
82,Orthopedic shoes,shoe_store
83,Diabetic shoes,shoe_store
84,Slip-on shoes,shoe_store
85,Memory foam shoes,shoe_store
86,Kids' shoes,shoe_store
87,Toddler shoes,shoe_store
88,Baby shoes,shoe_store
89,Orthotic shoes,shoe_store
90,Therapeutic shoes,shoe_store
91,Wide-width shoes,shoe_store
92,Narrow-width shoes,shoe_store
93,Arch support shoes,shoe_store
94,Plantar fasciitis shoes,shoe_store
95,Diabetic slippers,shoe_store
96,Ballet pointe shoes,shoe_store
97,Character shoes,shoe_store
98,Jazz shoes,shoe_store
99,Tap shoes,shoe_store
100,Running spikes,shoe_store
101,Cycling cleats,shoe_store
102,Mountaineering boots,shoe_store
103,Trail hiking shoes,shoe_store
104,Rock climbing shoes,shoe_store
105,Football cleats,shoe_store
106,Baseball cleats,shoe_store
107,Softball cleats,shoe_store
108,Lacrosse cleats,shoe_store
109,Field hockey cleats,shoe_store
110,Rugby cleats,shoe_store
111,Cricket shoes,shoe_store
112,Wrestling shoes,shoe_store
113,Golf sandals,shoe_store
114,Basketball sneakers,shoe_store
115,Tennis sneakers,shoe_store
116,Soccer sneakers,shoe_store
117,Skateboarding shoes,shoe_store
118,Skating sneakers,shoe_store
119,Cross-trainer sneakers,shoe_store
120,Ballet slippers,shoe_store
121,Jazz slippers,shoe_store
122,Dance sneakers,shoe_store
123,Ballet leotards,shoe_store
124,Dance tights,shoe_store
125,Tuxedo shoes,shoe_store
126,Dress sandals,shoe_store
127,Bridesmaid shoes,shoe_store
128,Evening pumps,shoe_store
129,Oxford pumps,shoe_store
130,Peep-toe heels,shoe_store
131,Strappy sandals,shoe_store
132,Embellished sandals,shoe_store
133,Gladiator sandals,shoe_store
134,Caged heels,shoe_store
135,Slingback sandals,shoe_store
136,Formal boots,shoe_store
137,Fashion boots,shoe_store
138,Chelsea boots,shoe_store
139,Desert boots,shoe_store
140,Slip-resistant shoes,shoe_store
141,Chef shoes,shoe_store
142,Nursing shoes,shoe_store
143,Veterinarian shoes,shoe_store
144,Waitress shoes,shoe_store
145,Police boots,shoe_store
146,Military boots,shoe_store
147,Firefighter boots,shoe_store
148,Construction boots,shoe_store
149,Postal worker shoes,shoe_store
150,Warehouse shoes,shoe_store
151,Safety shoes,shoe_store
152,Composite toe boots,shoe_store
153,Insulated boots,shoe_store
154,Sheepskin slippers,shoe_store
155,Spa sandals,shoe_store
156,Flip-flop sandals,shoe_store
157,Fashion sneakers,shoe_store
158,Canvas sneakers,shoe_store
159,High-top sneakers,shoe_store
160,Low-top sneakers,shoe_store
161,Boat sneakers,shoe_store
162,Slip-on sneakers,shoe_store
163,Slip-on loafers,shoe_store
164,Wingtip loafers,shoe_store
165,Cap-toe oxfords,shoe_store
166,Suede loafers,shoe_store
167,Tassel loafers,shoe_store
168,Boat loafers,shoe_store
169,Rain shoes,shoe_store
170,Snow shoes,shoe_store
171,Wellington boots,shoe_store
172,Skiing boots,shoe_store
173,Cross-country skiing boots,shoe_store
174,Snowboarding shoes,shoe_store
175,Figure skating boots,shoe_store
176,Ice hockey skates,shoe_store
177,Roller hockey skates,shoe_store
178,Road cycling shoes,shoe_store
179,Mountain biking shoes,shoe_store
180,Indoor cycling shoes,shoe_store
181,Water sports shoes,shoe_store
182,Aqua socks,shoe_store
183,Water skiing shoes,shoe_store
184,Sailing shoes,shoe_store
185,Kayaking shoes,shoe_store
186,Fly fishing shoes,shoe_store
187,Walking sandals,shoe_store
188,Golf cleats,shoe_store
189,Bowling sneakers,shoe_store
190,Climbing boots,shoe_store
191,Weightlifting sneakers,shoe_store
192,Retro sneakers,shoe_store
193,Vintage shoes,shoe_store
194,Archery shoes,shoe_store
195,Fashion sneakers,shoe_store
196,Designer shoes,shoe_store
197,Plimsoll sneakers,shoe_store
198,Slip-on boots,shoe_store
199,Gladiator heels,shoe_store
0,Aspirin,pharmacy
1,Band-Aids,pharmacy
2,Ibuprofen,pharmacy
3,Antibiotic ointment,pharmacy
4,Cough syrup,pharmacy
5,Vitamin C tablets,pharmacy
6,Thermometer,pharmacy
7,Prescription medications,pharmacy
8,Prescription eyeglasses,pharmacy
9,Contact lens solution,pharmacy
10,Prescription creams,pharmacy
11,Antacids,pharmacy
12,Allergy medication,pharmacy
13,Pain relief patches,pharmacy
14,Cold sore treatment,pharmacy
15,Antiseptic wipes,pharmacy
16,First aid kit,pharmacy
17,Eye drops,pharmacy
18,Nasal spray,pharmacy
19,Condoms,pharmacy
20,Pregnancy tests,pharmacy
21,Sunscreen lotion,pharmacy
22,Hand sanitizer,pharmacy
23,Medical gloves,pharmacy
24,Prescription inhalers,pharmacy
25,Elastic bandages,pharmacy
26,Dental floss,pharmacy
27,Mouthwash,pharmacy
28,Nasal strips,pharmacy
29,Diabetic testing supplies,pharmacy
30,Laxatives,pharmacy
31,Anti-itch creams,pharmacy
32,Antifungal creams,pharmacy
33,Vitamin supplements,pharmacy
34,Sleep aids,pharmacy
35,Lice treatment,pharmacy
36,Menstrual pads,pharmacy
37,Hemorrhoid cream,pharmacy
38,Wart remover,pharmacy
39,Callus remover,pharmacy
40,Hot/cold packs,pharmacy
41,Aloe vera gel,pharmacy
42,Blood pressure monitor,pharmacy
43,Stool softeners,pharmacy
44,Athletic tape,pharmacy
45,Epsom salts,pharmacy
46,Hearing aids,pharmacy
47,Syringes,pharmacy
48,Wound dressings,pharmacy
49,Compression stockings,pharmacy
50,Sinus rinse kit,pharmacy
51,Antihistamines,pharmacy
52,Motion sickness pills,pharmacy
53,Anti-diarrheal medication,pharmacy
54,Ovulation kits,pharmacy
55,Hand creams,pharmacy
56,Facial masks,pharmacy
57,Feminine hygiene products,pharmacy
58,Antidepressants,pharmacy
59,Ankle braces,pharmacy
60,Muscle rubs,pharmacy
61,Antibacterial soap,pharmacy
62,Contraceptive pills,pharmacy
63,Heartburn relief,pharmacy
64,Probiotics,pharmacy
65,Disposable gloves,pharmacy
66,Denture adhesive,pharmacy
67,Foot powder,pharmacy
68,Eye vitamins,pharmacy
69,Diaper rash cream,pharmacy
70,Thermometer covers,pharmacy
71,Hearing aid batteries,pharmacy
72,Burn ointment,pharmacy
73,Insect repellent,pharmacy
74,Hair loss treatment,pharmacy
75,Multivitamins,pharmacy
76,Sore throat lozenges,pharmacy
77,Nail fungus treatment,pharmacy
78,Dental repair kits,pharmacy
79,Stretch mark cream,pharmacy
80,Castor oil,pharmacy
81,Hemorrhoid wipes,pharmacy
82,Vitamins for children,pharmacy
83,Breath fresheners,pharmacy
84,Breathable adhesive strips,pharmacy
85,Allergy eye drops,pharmacy
86,Sinus medication,pharmacy
87,Motion sickness bands,pharmacy
88,Colon cleansing kits,pharmacy
89,Eye puffiness treatment,pharmacy
90,Scar treatment gel,pharmacy
91,Incontinence pads,pharmacy
92,Detox kits,pharmacy
93,Foot cream,pharmacy
94,Travel-sized toiletries,pharmacy
95,Callus cushions,pharmacy
96,Aftershave lotion,pharmacy
97,Orthopedic supports,pharmacy
98,Baby teething gel,pharmacy
99,Tinnitus relief supplements,pharmacy
100,Nasal masks for sleep apnea,pharmacy
101,Hearing aid dehumidifiers,pharmacy
102,Oxygen masks,pharmacy
103,Diabetic foot creams,pharmacy
104,Lip balm,pharmacy
105,Stye ointment,pharmacy
106,Antiperspirants,pharmacy
107,Anti-wrinkle creams,pharmacy
108,Blood glucose monitors,pharmacy
109,Dental whitening kits,pharmacy
110,Digestive enzymes,pharmacy
111,Dry eye drops,pharmacy
112,Nail clippers,pharmacy
113,Hair colorants,pharmacy
114,Itch relief spray,pharmacy
115,Lotion wipes,pharmacy
116,Joint pain supplements,pharmacy
117,Canker sore treatment,pharmacy
118,Nail polish remover,pharmacy
119,Elbow braces,pharmacy
120,Throat sprays,pharmacy
121,Fiber supplements,pharmacy
122,Antimicrobial wipes,pharmacy
123,Sinus rinse saline solution,pharmacy
124,Ankle weights,pharmacy
125,Medical masks,pharmacy
126,Fertility supplements,pharmacy
127,Nasal congestion relief,pharmacy
128,Baby thermometers,pharmacy
129,Migraine relief medication,pharmacy
130,Acne treatment creams,pharmacy
131,Foot soak,pharmacy
132,Scar treatment sheets,pharmacy
133,Baby wipes,pharmacy
134,Insect bite relief,pharmacy
135,Magnesium supplements,pharmacy
136,Wound closure strips,pharmacy
137,Diabetic socks,pharmacy
138,Cutting-edge skincare products,pharmacy
139,Herbal remedies,pharmacy
140,Hearing aid accessories,pharmacy
141,Diabetic lancets,pharmacy
142,Under-eye creams,pharmacy
143,Cold and hot therapy wraps,pharmacy
144,Cholesterol-lowering medication,pharmacy
145,Probiotic yogurt,pharmacy
146,Deep heat gels,pharmacy
147,Poison ivy/oak treatment,pharmacy
148,Nasal decongestant sprays,pharmacy
149,Prostate health supplements,pharmacy
150,Baby formula,pharmacy
151,Hives treatment,pharmacy
152,Eye makeup remover,pharmacy
153,Joint pain creams,pharmacy
154,Sterile gauze pads,pharmacy
155,Diabetic neuropathy creams,pharmacy
156,All-natural toothpaste,pharmacy
157,Hair brushes,pharmacy
158,Dual action sunscreen,pharmacy
159,Gas relief tablets,pharmacy
160,Sinus pressure relief,pharmacy
161,Sleep masks,pharmacy
162,Fungal nail treatment,pharmacy
163,Tens unit,pharmacy
164,Scalp treatment shampoos,pharmacy
165,Joint braces,pharmacy
166,Diabetic foot wash,pharmacy
167,Hypoallergenic laundry detergent,pharmacy
168,Heating pads,pharmacy
169,Antihemorrhoidal suppositories,pharmacy
170,Muscle relaxants,pharmacy
171,Stomach gas relief,pharmacy
172,Anti-aging creams,pharmacy
173,Eyebrow tweezers,pharmacy
174,Lactose intolerance treatments,pharmacy
175,Sterile saline solution,pharmacy
176,Therapy putty,pharmacy
177,Inhaler spacers,pharmacy
178,Acid reflux medication,pharmacy
179,Moldable orthopedic pillows,pharmacy
180,Cough drops,pharmacy
181,Nasal dilators,pharmacy
182,Foot deodorants,pharmacy
183,Antibacterial hand wipes,pharmacy
184,Hair growth supplements,pharmacy
185,Walking aids,pharmacy
186,Bunion cushions,pharmacy
187,Meal replacement shakes,pharmacy
188,Hair styling products,pharmacy
189,Elbow supports,pharmacy
190,Cold compresses,pharmacy
191,Mucus relief medication,pharmacy
192,Diet pills,pharmacy
193,Scar treatment oils,pharmacy
194,Diabetic test strips,pharmacy
195,Post-workout balms,pharmacy
196,Insomnia medication,pharmacy
197,Anti-cellulite creams,pharmacy
198,Floss picks,pharmacy
199,Electronic massagers,pharmacy
0,Dog food,pet_store
1,Cat food,pet_store
2,Bird cages,pet_store
3,Fish tank,pet_store
4,Hamster cage,pet_store
5,Dog leash,pet_store
6,Cat litter,pet_store
7,Bird seeds,pet_store
8,Fish food,pet_store
9,Hamster wheel,pet_store
10,Dog bed,pet_store
11,Cat scratching post,pet_store
12,Bird toys,pet_store
13,Fish tank filter,pet_store
14,Hamster bedding,pet_store
15,Dog collar,pet_store
16,Cat treats,pet_store
17,Bird perches,pet_store
18,Fish tank heater,pet_store
19,Hamster exercise ball,pet_store
20,Dog toys,pet_store
21,Cat bed,pet_store
22,Bird cage cover,pet_store
23,Fish tank decorations,pet_store
24,Hamster chew toys,pet_store
25,Dog shampoo,pet_store
26,Cat litter box,pet_store
27,Bird nest,pet_store
28,Fish tank gravel,pet_store
29,Hamster treats,pet_store
30,Dog treats,pet_store
31,Cat carrier,pet_store
32,Bird bath,pet_store
33,Fish tank air pump,pet_store
34,Hamster food bowl,pet_store
35,Dog toothbrush,pet_store
36,Cat scratcher,pet_store
37,Bird swing,pet_store
38,Fish tank light,pet_store
39,Hamster water bottle,pet_store
40,Dog poop bags,pet_store
41,Catnip toys,pet_store
42,Bird food dispenser,pet_store
